,0
1280,2038818.2726403715
1281,2038528.004330603
1282,2059439.1543816307
1283,2093809.8143991283
1284,2098374.427883485
1285,2127463.223661791
1286,2110067.233017815
1287,2120338.7534780665
1288,2143274.359507554
1289,2127686.3802082594
1290,2104252.443321062
1291,2119616.5576556986
1292,2109463.8736091447
1293,2126299.7607326643
1294,2114422.3921193597
1295,2112305.5552797946
1296,2134177.8652260685
1297,2141241.68762323
1298,2121348.6086695623
1299,2142514.0116041987
1300,2132691.052339099
1301,2135840.6535131205
1302,2137828.597886243
1303,2127680.0506602884
1304,2114551.788473486
1305,2105025.1049631643
1306,2074855.6810573814
1307,2079018.7694604
1308,2108533.6083202027
1309,2104285.7843307904
1310,2080075.8493427408
1311,2098596.7244581576
1312,2092271.0323535884
1313,2097472.817410313
1314,2111857.250469363
1315,2103221.046466602
1316,2104940.8807384605
1317,2122907.9763001646
1318,2134879.275245134
1319,2153872.656050143
1320,2151531.1815490727
1321,2152633.465950847
1322,2141261.4851100813
1323,2126503.1703674877
1324,2124426.211874675
1325,2148006.3884414826
1326,2115041.6532831267
1327,2094108.1812086797
1328,2108597.5705696493
1329,2134632.559113766
1330,2165534.301900111
1331,2184531.899822984
1332,2188475.727185186
1333,2186519.254733358
1334,2202963.096195881
1335,2192698.538761908
1336,2187689.8726610783
1337,2184169.0259013087
1338,2189679.165148167
1339,2204313.388688341
1340,2205443.3829656625
1341,2214600.093839577
1342,2229998.573095353
1343,2212370.1670482717
1344,2222868.9050850603
1345,2220454.5659804526
1346,2227456.9882903434
1347,2243395.4768937016
1348,2250612.742850875
1349,2240870.4145079157
1350,2218453.973483856
1351,2219704.13789052
1352,2223569.365527157
1353,2203748.7744137472
1354,2220761.84799549
1355,2221954.728782909
1356,2229149.657279265
1357,2243504.0682745785
1358,2241845.6126246867
1359,2253198.6566098263
1360,2256231.250768477
1361,2258101.556794889
1362,2260797.7700201636
1363,2253002.3649646565
1364,2272093.3291888093
1365,2288335.6577805965
1366,2288388.6799773164
1367,2283806.0103570265
1368,2258252.609221439
1369,2233799.0207357076
1370,2235863.647482825
1371,2240609.6873237905
1372,2243061.5070432997
1373,2253750.0905297715
1374,2259691.1237732805
1375,2257656.1278488184
1376,2245580.0614339085
1377,2228089.8672380266
1378,2217468.1441760208
1379,2223271.824533941
1380,2228497.7470061057
1381,2217913.481092965
1382,2230951.073220031
1383,2231029.029099928
1384,2239462.2077477425
1385,2240582.121936793
1386,2222222.9777699355
1387,2225788.998771063
1388,2224298.3813827713
1389,2230373.890347925
1390,2248521.721084168
1391,2242529.2928591673
1392,2236858.5187691515
1393,2211495.4071229305
1394,2234358.1730535985
1395,2236071.672315741
1396,2237264.1783794714
1397,2211197.3675217372
1398,2198724.78044986
1399,2187772.0796223907
1400,2185982.181147811
1401,2168847.858665354
1402,2158094.551943872
1403,2122799.7434941907
1404,2122872.6599338283
1405,2124589.980095434
1406,2125226.642585291
1407,2115340.939708701
1408,2115110.278242368
1409,2132441.0535450545
1410,2133479.7520887847
1411,2132939.073781147
1412,2151035.210212945
1413,2171992.6637765067
1414,2170363.6047183224
1415,2199134.488328461
1416,2203547.684103555
1417,2218119.472045531
1418,2220846.3827277715
1419,2215313.2413958055
1420,2227524.243304497
1421,2231996.825082768
1422,2226309.1241573496
1423,2218409.2024024585
1424,2217085.5693332776
1425,2206304.974539247
1426,2209742.9534818763
1427,2206391.5552516235
1428,2204093.5775413113
1429,2227893.7414525696
1430,2228504.0031465045
1431,2232005.2318015946
1432,2224305.677820047
1433,2210252.6795602036
1434,2209483.6522612195
1435,2221991.778472808
1436,2226889.619440906
1437,2240164.0749645517
1438,2249144.739482439
1439,2241105.5788426087
1440,2221910.3531073392
1441,2238113.9816014613
1442,2209037.765813634
1443,2227496.2964008595
1444,2226076.423169443
1445,2216171.4507669494
1446,2184010.3260805584
1447,2178018.4250785103
1448,2206063.984496031
1449,2212612.4286017674
1450,2181071.8255315567
1451,2217739.063833495
1452,2178188.2905213847
1453,2158282.407074433
1454,2139142.0637545753
1455,2152966.043217908
1456,2130443.4763497827
1457,2126965.2632596535
1458,2164562.047869108
1459,2180093.957168302
1460,2190466.3072769744
1461,2136418.911823885
1462,2165944.2402805383
1463,2184569.3736401666
1464,2184065.4367705123
1465,2201435.6919184923
1466,2200634.3574630963
1467,2215388.306819799
1468,2238165.3965454893
1469,2243041.22127685
1470,2248564.588893153
1471,2244398.8218319896
1472,2250136.4717119285
1473,2252138.369801232
1474,2258574.6438206984
1475,2263896.4646774037
1476,2270691.2724615247
1477,2295281.962631485
1478,2298873.805815506
1479,2296967.2978001805
1480,2326349.028010052
1481,2338856.513068707
1482,2341476.055732045
1483,2357066.32335221
1484,2366739.8913104516
1485,2363735.3689597365
1486,2362533.2752604294
1487,2367890.875955308
1488,2343617.2210111083
1489,2354196.6031084387
1490,2348960.141322933
1491,2340797.6265125927
1492,2347089.7011084156
1493,2320262.7432081345
1494,2303141.763136594
1495,2245594.7001070105
1496,2239330.7419942725
1497,2200636.8835045644
1498,2205643.570064492
1499,2225431.1730227927
1500,2255127.329028306
1501,2290862.8658750444
1502,2293817.6400562087
1503,2320779.181824061
1504,2342637.9842947545
1505,2350887.2430419545
1506,2351895.4890302224
1507,2355817.3326866096
1508,2347060.3665460018
1509,2318585.5790859135
1510,2316055.8111649468
1511,2290621.6270727464
1512,2275505.130815739
1513,2303809.0231734253
1514,2344275.721234242
1515,2327716.644749625
1516,2313320.9858941417
1517,2314556.7377781295
1518,2301989.9762818106
1519,2296045.928708316
1520,2312897.913874629
1521,2322658.0630983664
1522,2337221.372764386
1523,2382326.0825690962
1524,2359108.1337551656
1525,2352793.3086348386
1526,2323324.7656041016
1527,2370724.80482742
1528,2445706.756042906
1529,2401739.1885604365
1530,2424361.7250001207
1531,2445083.3701155386
1532,2440510.3788562464
1533,2461700.0721706725
1534,2449146.1401393497
1535,2439656.6045972174
1536,2458530.274821663
1537,2452529.791250474
1538,2459396.5580949658
1539,2472788.133335559
1540,2474218.706028927
1541,2481673.097453264
1542,2500437.5166237033
1543,2540364.3116757935
1544,2510826.8685066267
1545,2512850.2090081074
1546,2500623.653075209
1547,2493934.2996860673
1548,2492282.469390449
1549,2520219.3837556825
1550,2524565.315249169
1551,2504473.136822432
1552,2505438.7377292067
1553,2471231.305242247
1554,2488613.2286818284
1555,2446318.4884368884
1556,2427467.6415735935
1557,2449560.8069216176
1558,2433114.805695557
1559,2468449.785723324
1560,2469458.923975789
1561,2492260.5885298504
1562,2466267.2646254306
1563,2480360.537008603
1564,2467982.4627047186
1565,2454173.275861885
1566,2414571.9041664638
1567,2410758.951598556
1568,2414077.227765947
1569,2462682.5404022182
1570,2435378.9041626523
1571,2417217.5269205025
1572,2423266.2226961986
1573,2451744.4005253254
1574,2463763.485676943
1575,2468234.827090934
1576,2473268.161518859
1577,2483027.022376548
1578,2467726.2478497853
1579,2469248.874124961
1580,2466177.107080921
1581,2462243.202336644
1582,2424865.6814996013
1583,2462693.199625522
1584,2467186.625643583
1585,2457638.474680797
1586,2428470.7940681153
1587,2413292.0073092347
1588,2404204.107595037
1589,2404203.5789500787
1590,2385542.027379146
1591,2359217.2152784946
1592,2382154.4278767915
1593,2381360.837381727
1594,2365222.874690116
1595,2346986.7755775424
1596,2351773.8449877272
1597,2397331.5270523485
1598,2392080.6982551836
1599,2386584.419314305
1600,2392946.074838614
1601,2424103.0148916403
1602,2417810.439646392
1603,2412845.2592111016
1604,2414496.275919106
1605,2406240.9841666017
1606,2413272.762655787
1607,2387239.51113682
1608,2360129.7305403017
1609,2367118.475735835
1610,2361017.9448738904
1611,2338455.1412727293
1612,2344485.476314234
1613,2360710.0562071675
1614,2366924.2202063827
1615,2334622.249204491
1616,2321440.6852260935
1617,2321037.420478004
1618,2318325.843243083
1619,2340503.2485563257
1620,2351230.7225939753
1621,2339882.0908316527
1622,2324844.8932799874
1623,2335962.958737711
1624,2348951.364282053
1625,2378516.9407664053
1626,2370788.8994746036
1627,2378019.8687776215
1628,2366415.2359339264
1629,2345160.839929394
1630,2332265.236486877
1631,2335446.174010943
1632,2286039.6836398453
1633,2285893.011583074
1634,2307948.7614653707
1635,2304904.3481076867
1636,2304598.860573644
1637,2338225.797498985
1638,2313096.399003824
1639,2322041.9322395246
1640,2345892.290612743
1641,2371993.032898006
1642,2389243.7750096545
1643,2379030.1213692566
1644,2399235.3004672634
1645,2381123.9101113062
1646,2379904.6294399714
1647,2359768.3732539634
1648,2367116.3903667224
1649,2346063.7804193934
1650,2321303.7467694213
1651,2294201.294698817
1652,2317053.1500600846
1653,2339250.2347314684
1654,2327778.928412997
1655,2330974.8907586313
1656,2324715.1624143897
1657,2324209.141009206
1658,2340549.23110345
1659,2326470.4240379995
1660,2308980.6270566904
1661,2348580.0192720685
1662,2319812.0132990447
1663,2308968.503108521
1664,2321666.384327704
1665,2327551.7745646625
1666,2326967.9487924064
1667,2321807.8109610896
1668,2288080.7778601516
1669,2227754.60136058
1670,2162152.864449515
1671,2091190.226152432
1672,2069428.1775596428
1673,2135775.8828288764
1674,2173161.8317643544
1675,2187659.0707921004
1676,2160406.0922029708
1677,2107399.9158837683
1678,2146173.545025286
1679,2155325.025820303
1680,2127839.956118554
1681,2178508.2520196303
1682,2149472.6597226425
1683,2159291.2292461377
1684,2166758.6908563566
1685,2162321.162118831
1686,2191782.1222178284
1687,2212927.3216771907
1688,2213772.067054017
1689,2183189.128716569
1690,2189135.306423368
1691,2160503.845924916
1692,2139837.5208085957
1693,2131054.628897813
1694,2154156.881016261
1695,2124340.7878141883
1696,2141389.0916356384
1697,2168980.3878492666
1698,2158783.1196877034
