,0
424,1270013.3297358917
425,1280046.6907558197
426,1287876.3960163512
427,1282459.881589383
428,1281810.8704848061
429,1284732.2679595838
430,1291005.9336067028
431,1310024.4059400891
432,1306709.4931262985
433,1306823.6345807915
434,1293184.6530102112
435,1316716.183232165
436,1308406.227318213
437,1317694.1237602215
438,1319101.308606365
439,1317954.9065857828
440,1329937.53592354
441,1318022.6015831563
442,1350740.6361709095
443,1362174.904026829
444,1356077.5377933208
445,1366598.1123936472
446,1364369.6123022726
447,1366290.5812863994
448,1379050.2235008162
449,1379048.2324987794
450,1377702.901473402
451,1389776.3220007888
452,1367947.5911098088
453,1389791.8532656897
454,1399011.0044321185
455,1396415.2078238544
456,1402781.9852243299
457,1400711.4567844598
458,1391688.9798606026
459,1365962.9874999903
460,1358462.2774943414
461,1360496.5766170768
462,1370133.770909018
463,1372798.609295429
464,1401212.1374097916
465,1401125.9094073602
466,1396437.7010369361
467,1390079.2757239572
468,1391783.5772651392
469,1392843.819906482
470,1375446.8532192663
471,1372927.6053013667
472,1345451.680749506
473,1342780.7347569233
474,1371907.6442538167
475,1366932.199224996
476,1365923.3552811593
477,1346246.0087086433
478,1367523.4245603338
479,1359251.1503815632
480,1357645.5667822047
481,1352509.490907541
482,1387027.3837474103
483,1395208.6126809749
484,1395662.6259655415
485,1396954.4292628872
486,1380866.386255059
487,1383080.4046052916
488,1379308.9438540782
489,1381344.1822007364
490,1388378.5501229416
491,1391781.3233895148
492,1388643.7516964069
493,1396763.699554358
494,1397225.8320092824
495,1398152.3091237457
496,1401020.199999693
497,1405331.807423232
498,1408062.552806702
499,1408408.6018871523
500,1410786.453849884
501,1411136.2123398967
502,1409093.3130669356
503,1406636.0481690066
504,1424806.6796428494
505,1428380.574897796
506,1429427.7751635772
507,1433338.6514034714
508,1438978.2628395928
509,1441680.6871744532
510,1448546.6720578687
511,1465220.014629405
512,1460972.0446096892
513,1470436.6278684197
514,1482734.467536844
515,1475094.2284324148
516,1468520.6369030487
517,1485682.3267459185
518,1495472.147539586
519,1483799.4523594182
520,1490189.5139641904
521,1491186.0046645156
522,1467193.71475271
523,1483547.2656607789
524,1510323.8127206652
525,1508143.6538837976
526,1510126.085456063
527,1513513.1550138926
528,1522918.798457232
529,1525165.8622002872
530,1530291.6244529441
531,1532531.2894687622
532,1536911.935032992
533,1551642.3087249072
534,1537355.010342019
535,1548850.9775332378
536,1552711.0641721333
537,1559174.6186254732
538,1548727.4591081904
539,1545873.3295024226
540,1539208.6531638205
541,1542616.6876704358
542,1558292.2412018497
543,1535584.2323045754
544,1541784.5952911398
545,1567304.3660156676
546,1557913.7080651077
547,1553017.533505794
548,1566272.238460044
549,1559772.9743494159
550,1515004.9170092135
551,1531820.4392429423
552,1527904.2420016597
553,1507069.6754922972
554,1470131.5223235944
555,1495147.9237306945
556,1498681.4625130126
557,1532619.9525121788
558,1531223.724016333
559,1543758.9237485314
560,1549982.035445794
561,1557198.289380794
562,1553998.2903892845
563,1560634.8748171655
564,1565799.488794124
565,1571054.315012884
566,1573183.281898597
567,1578092.555233483
568,1577635.6372751393
569,1579713.078550568
570,1580350.5601702796
571,1579437.0693027573
572,1578722.9132131843
573,1552851.9676715967
574,1553645.1650312527
575,1557685.0977432374
576,1562988.121169023
577,1545563.908703102
578,1554982.7105164574
579,1585877.1799017694
580,1592635.3245280816
581,1592216.000106589
582,1612935.3372677758
583,1621881.506257412
584,1632924.7766446122
585,1641133.384239549
586,1632802.5718699435
587,1621738.5341254026
588,1610322.6011541106
589,1585608.047877742
590,1594033.7699372855
591,1601230.5253808647
592,1603156.3499877185
593,1584967.005621862
594,1595993.636497902
595,1588454.2437130325
596,1576628.136297687
597,1563476.9892236132
598,1574213.9826033798
599,1584923.246603247
600,1568458.6388881472
601,1550597.9074676193
602,1547694.136975877
603,1559211.339165278
604,1562687.926734281
605,1569244.6929299315
606,1587173.4277074859
607,1548039.445849614
608,1544121.2615671204
609,1533349.6232132656
610,1526295.6662443522
611,1524453.6039861885
612,1527421.3732589986
613,1539716.2721349748
614,1515516.4860334028
615,1518633.333742925
616,1541076.8190626046
617,1515075.15483345
618,1523456.6599177304
619,1524149.8054844034
620,1534455.581487311
621,1546342.4135913136
622,1531852.4544425872
623,1518885.0813111817
624,1496851.8593682116
625,1515271.351089665
626,1533923.7776581699
627,1541036.4881696296
628,1564582.4560378504
629,1585233.3412118366
630,1580319.642738522
631,1590681.2017955107
632,1603360.6796410545
633,1597437.586688592
634,1579003.5191218185
635,1568624.0572236555
636,1575386.1672443852
637,1561451.3025428348
638,1569583.0716885289
639,1555748.3448147622
640,1565935.4045377756
641,1568791.96704966
642,1593799.6278997485
643,1591290.3350189591
644,1580652.0611807094
645,1536901.4410400027
646,1515259.5010871957
647,1504101.8271779763
648,1490687.3835719589
649,1486390.1801409586
650,1453461.2216815408
651,1460945.5078860398
652,1389404.5099592698
653,1398044.6929474687
654,1322783.7001539737
655,1381188.8083046007
656,1306629.609244459
657,1358954.7152189305
658,1381845.0932419894
659,1405451.1392953112
660,1390325.9196878716
661,1385831.6987997314
662,1325973.8437093992
663,1309768.1739256117
664,1314258.1273914333
665,1365195.3605275047
666,1374349.747529535
667,1343696.5169191607
668,1369768.7382689763
669,1403442.5013927664
670,1406579.3908879086
671,1417489.2362899624
672,1400593.8791063745
673,1366977.1199077035
674,1349363.4341423311
675,1390494.9608359048
676,1370553.8639547254
677,1333067.065674372
678,1350930.1082870003
679,1349332.970402254
680,1369214.1878539338
681,1391879.9716558207
682,1397159.1323805747
683,1378909.6745406587
684,1379140.4001339164
685,1335444.871037318
686,1283229.302138001
687,1294371.4219228157
688,1324975.200826098
689,1342364.3604777153
690,1310400.1713390464
691,1328757.1068631904
692,1290716.549268012
693,1264312.018976183
694,1283009.130082722
695,1297489.648651341
696,1318897.8946721577
697,1312574.228198695
698,1359542.3534835402
699,1358013.0152427428
700,1379601.8371455148
701,1370437.4125776568
702,1390691.893784794
703,1354291.4985433465
704,1386228.5663456605
705,1374421.012620203
706,1381254.24910771
707,1410772.14354957
708,1427530.8858919328
709,1375600.679921911
710,1393347.0143961133
711,1439975.9639671876
712,1438104.4606646174
713,1399190.9246358
714,1359263.5192608791
715,1383032.2010147546
716,1410373.7714881075
717,1402445.6340688313
718,1412037.9000927138
719,1434236.3434311338
720,1388766.26076367
721,1405749.085078585
722,1434905.4543765022
723,1430246.5675440778
724,1431348.5098925307
725,1419102.9886910815
726,1403247.382353644
727,1410143.1262786654
728,1377408.0599261997
729,1366898.9592190553
730,1332038.821711369
731,1334877.0942783754
732,1366250.0144610503
733,1370229.310565569
734,1429933.4139071987
735,1428744.4262120328
736,1424186.8669264014
737,1435520.6650714132
738,1447596.324537892
739,1450630.7128795136
740,1428514.6984527016
741,1456679.6474576346
742,1433880.814550692
743,1424881.135775082
744,1409155.8842889762
745,1417973.043512776
746,1421379.259806869
747,1407992.2692396895
748,1449493.6784897377
749,1457786.607302922
750,1470901.3121140758
751,1485761.3859433203
752,1487920.2629903548
753,1469637.2008759074
754,1486139.626349402
755,1478065.4620772232
756,1501500.38537456
757,1506315.2060380797
758,1499150.275559361
759,1494999.0959601242
760,1502734.149755238
761,1510383.0198974279
762,1500237.0970470111
763,1505031.7484313073
764,1494631.6650106031
765,1506351.9035206598
766,1516281.1064409823
767,1524840.1758995538
768,1525415.9907004794
769,1526452.686448758
770,1524548.2084542103
771,1536510.170183468
772,1540088.0681825178
773,1531959.0326061563
774,1529704.3627558965
775,1519572.4895086247
776,1530202.4234600868
777,1527904.6186542795
778,1540677.5238871523
779,1538825.843071375
780,1544577.4269196675
781,1543463.6585835756
782,1546206.383382392
783,1532185.680656828
784,1543972.5903757496
785,1549631.6040233786
786,1535272.3647266831
787,1547063.2250533565
788,1547624.891191957
789,1554077.320651699
790,1558182.2569080037
791,1558457.6153914675
792,1563731.9049408857
793,1559595.9566409662
794,1558991.6026636716
795,1558273.0001403322
796,1559823.6143882552
797,1556701.321764187
798,1550199.222426481
799,1522164.1892520993
800,1530523.014357448
801,1542618.3718151571
802,1539128.9979836089
803,1552527.7256268244
804,1573323.1731799305
805,1579690.1701979002
806,1588221.326922053
807,1585014.1923636433
808,1592287.8337770856
809,1588077.9276503944
810,1582752.7448413495
811,1573007.2745903756
812,1573128.9702655624
813,1591739.3461537578
814,1590694.8323668542
815,1583173.4970473303
816,1586146.714304489
817,1591772.7178616838
818,1600278.991487603
819,1591702.9484031966
820,1575779.3469775228
821,1572492.4136432423
822,1556139.4706180617
823,1526342.0858911073
824,1538270.366673252
825,1558713.3650250733
826,1541007.532537702
827,1544544.5890977983
828,1573396.7449584585
829,1570980.9890651964
830,1558748.0055455668
831,1563293.5306851675
832,1557472.5054729618
833,1569339.6511883622
834,1602794.406924761
835,1605207.361512534
836,1607514.671374748
837,1601103.8446738506
838,1607734.0857135407
839,1605596.6855143628
840,1600612.362965171
841,1582589.114748958
842,1579855.3804278101
843,1572187.0673806802
844,1561589.2267309544
845,1560411.3836270117
846,1556300.1060088007
847,1541256.5969667714
848,1535294.4912818691
849,1530983.1247210132
850,1506085.8772118706
851,1493836.558858712
852,1520893.6565254955
853,1515061.156826148
854,1523837.7816384474
855,1528053.02896497
856,1517814.7583827786
857,1528496.2508942268
858,1507597.4894939247
859,1502475.3339942195
860,1471609.840108772
861,1472650.0558874863
862,1470181.8412976868
863,1506128.0104013903
864,1516989.7292822793
865,1525862.1954908834
866,1514840.5652693382
867,1541410.3265979344
868,1530678.5464619198
869,1543462.8795338087
870,1553548.9878734646
871,1554230.7087410612
872,1566915.145917798
873,1566352.224842571
874,1539234.3076639608
875,1544119.9263340174
876,1526978.4145826183
877,1534377.477009508
878,1551574.3682249845
879,1549577.0612782445
880,1594098.965627332
881,1589920.49339993
882,1602497.3268983054
883,1599175.1517951924
884,1587424.5907307693
885,1585508.312566701
886,1573939.7897373333
887,1566952.756392442
888,1554061.2348810055
889,1577693.7561283717
890,1576326.4691644534
891,1589267.3832860538
892,1606893.8414992166
893,1612815.996528808
894,1598819.9595087536
895,1586792.7804965451
896,1571662.8734913745
897,1581971.1088883788
898,1607356.6836633147
899,1626336.498877955
900,1625740.7510850183
901,1621411.6848117763
902,1616248.2972177009
903,1598721.8912386142
904,1624425.842380951
905,1623429.2680917624
906,1630968.1767167894
907,1631709.2909900078
908,1629477.3510186449
909,1634251.9519466534
910,1634469.5174951095
911,1633495.2220726053
912,1631298.9821664938
913,1645569.4443662066
914,1651163.9298942448
915,1650251.014126308
916,1637937.0823368505
917,1633975.8533896822
918,1613447.7812636357
919,1627215.7723691307
920,1626988.1882653106
921,1625726.1707483975
922,1623095.5032521328
923,1609508.9030735067
924,1619811.2626198374
925,1612228.8096084076
926,1617930.391232221
927,1643638.3847356203
928,1643433.5865689027
929,1614974.879305869
930,1620129.6663515675
931,1616979.034756052
932,1641434.0968546316
933,1657343.644734367
934,1651989.423268787
935,1652348.6756877066
936,1647839.8649566746
937,1651034.2878851318
938,1647586.338324656
939,1650334.816885459
940,1635422.1899858047
941,1633999.843268864
942,1642714.1061989954
943,1631951.6092423084
944,1641994.2621342582
945,1641410.003795389
946,1646063.7320683922
947,1652775.7196776238
948,1660569.5183347915
949,1659929.8635247895
950,1646955.0499555522
951,1635799.1481227328
952,1632704.3438787216
953,1636712.0024249493
954,1641853.3347178015
955,1661697.1196403618
956,1668743.2637463997
957,1669345.900291426
958,1643844.8610365405
959,1643250.8805762716
960,1598259.4640316868
961,1596242.9902776312
962,1590249.8800816932
963,1589484.9009770774
964,1585115.468467002
965,1599617.3017768664
966,1584547.3123283419
967,1591508.4619828046
968,1613864.2262674917
969,1573822.091342293
970,1561520.8810690586
971,1573680.7320188459
972,1576637.623183922
973,1571304.1546273131
974,1546980.8395132502
975,1550708.448675549
976,1555129.0017991348
977,1581704.2544943793
978,1579053.4326365392
979,1583998.5671458936
980,1604799.291216277
981,1602814.0562556896
982,1599151.9866457572
983,1605944.6545810401
984,1607713.6242718706
985,1609916.7216480537
986,1599083.0091555172
987,1593678.9930073195
988,1596773.6799752784
989,1601036.980361369
990,1610452.8691440308
991,1614813.692050224
992,1633439.4625298122
993,1628373.6901721254
994,1614543.5891335963
995,1608108.5608154591
996,1619322.3249265596
997,1631819.0148534514
998,1617268.9323422513
999,1630920.2396385784
1000,1615381.6305178786
1001,1612864.5730794559
1002,1610076.9689418075
1003,1605687.7287012278
1004,1584281.5141282843
1005,1604446.0532618514
1006,1644282.6862507258
1007,1643348.7577408887
1008,1649638.5360237898
1009,1637327.8180543447
1010,1629993.8040209971
1011,1644857.111035215
1012,1653760.6066897016
1013,1643390.205260903
1014,1653447.3376626598
1015,1657140.1160704559
1016,1650434.7772456454
1017,1661504.742597304
1018,1668412.9469713152
1019,1666337.8378801113
1020,1667741.7184451667
1021,1670819.2460779638
1022,1676217.9216210695
1023,1670267.8469664487
1024,1683666.4437901594
1025,1676225.5755150898
1026,1666670.8197123108
1027,1679970.4368398243
1028,1669511.8520247517
1029,1686839.3326305612
1030,1697627.6335687328
1031,1697487.7881171354
1032,1698039.3493173497
1033,1693026.9568631516
1034,1691414.5061307254
1035,1680789.4978417058
1036,1677542.9587174018
1037,1683451.6099547523
1038,1693722.127027974
1039,1685367.4945449727
1040,1685902.309393555
1041,1702741.0974461993
1042,1671262.9761990441
1043,1684175.2180393634
1044,1706136.7282258885
1045,1708697.2681947963
1046,1706838.735571905
1047,1700564.8862755895
1048,1718198.2254798654
1049,1723012.0592419486
1050,1728604.3596939095
1051,1739238.2704201771
1052,1749114.58685609
1053,1746059.8789084714
1054,1745952.193101339
1055,1757383.478185421
1056,1765463.1065936196
1057,1751803.2570522602
1058,1754889.2486688327
1059,1761622.0404706562
1060,1751980.3076099793
1061,1769343.7521609876
1062,1760360.3426931151
1063,1782084.6511129993
1064,1772219.9648306547
1065,1777153.9451527465
1066,1771086.5193562454
1067,1773839.890878441
1068,1762784.188069365
1069,1767974.6044626872
1070,1766306.8519778845
1071,1773086.3875396755
1072,1776215.9703014013
1073,1794216.4730718192
1074,1803470.5629586864
1075,1798962.9921963178
1076,1759148.221895587
1077,1780134.9772827139
1078,1771385.7027260507
1079,1762823.5402783959
1080,1782734.7765649229
1081,1782761.6685088463
1082,1803871.714181926
1083,1815069.1218444137
1084,1795577.2583509032
1085,1792128.496159419
1086,1791284.5490290571
1087,1799214.9544345038
1088,1790819.7113030194
1089,1807996.1731364154
1090,1834292.7352439533
1091,1837184.1892569992
1092,1847601.9561359042
1093,1845520.9427582782
1094,1854136.0453217332
1095,1853553.7646619119
1096,1856308.9341646906
1097,1869162.4144658223
1098,1882667.0003126517
1099,1877072.6348298069
1100,1893230.6284009574
1101,1892311.303891619
1102,1895210.1011887495
1103,1880152.7992704802
1104,1881384.8900442382
1105,1882993.424958963
1106,1897672.633526961
1107,1879355.5186416928
1108,1882939.4925144198
1109,1855555.6886791023
1110,1876168.917259247
1111,1869862.6534863475
1112,1844633.0302567391
1113,1854308.885880017
1114,1891845.2609609184
1115,1885985.236909946
1116,1873795.3723761826
1117,1856045.243464912
1118,1882376.4148042959
1119,1876193.3314428292
1120,1893365.9659954808
1121,1909162.1152397555
1122,1883259.782929614
1123,1834590.144124483
1124,1847435.7119074685
1125,1818504.5399796963
1126,1831392.0777899115
1127,1856834.3250719344
1128,1872241.7516193278
1129,1861192.4150524766
1130,1867943.6684315691
1131,1856090.7667432344
1132,1868191.2536290279
1133,1891238.5992354439
1134,1898198.3126365175
1135,1914221.3151368436
1136,1915735.7102789741
1137,1934607.2354193688
1138,1916657.547332581
1139,1932692.0673128248
1140,1915693.3280922691
1141,1926030.2740841212
1142,1946899.9935987296
1143,1952410.592022114
1144,1950053.6087317422
1145,1958557.0430700183
1146,1952212.5642291876
1147,1951783.5628168902
1148,1946836.887470859
1149,1936927.4463773265
1150,1943514.8302814816
1151,1941847.6369678774
1152,1959105.6161669304
1153,1960227.8987664282
1154,1956525.0923668055
1155,1950945.7486368485
1156,1947392.2341654345
1157,1950696.3570213034
1158,1942454.3681721375
1159,1934431.5399782786
1160,1947109.134814648
1161,1928717.5109772938
1162,1903688.650662312
1163,1907035.4412510653
1164,1907620.4135489962
1165,1903613.9476411033
1166,1883418.5485530102
1167,1898919.9311333082
1168,1901440.1313124225
1169,1896642.526519509
1170,1871950.8052057368
1171,1880278.3542013448
1172,1884832.985113311
1173,1881252.414271421
1174,1882278.3473222186
1175,1905935.967255908
1176,1904996.2155159053
1177,1904269.8982133577
1178,1925254.3707878762
1179,1935145.1861881106
1180,1947816.7360964925
1181,1942682.6988246276
1182,1955449.8560802762
1183,1980833.0108650986
1184,1992599.2772530045
1185,2018425.173198927
1186,2020739.3262072585
1187,1998249.736101425
1188,2003662.3502243324
1189,2005925.6905486782
1190,1995378.4943741288
1191,2007547.4698244901
1192,1998218.1536037414
1193,1978623.9066270904
1194,1984109.35622731
1195,1977756.404244666
1196,1956459.289333711
1197,1972800.4651063662
1198,1963713.452074712
1199,1948540.5641221604
1200,1944932.9815011502
1201,1987706.5168510918
1202,1994045.0253888639
1203,2008976.9266056556
1204,1989607.486258809
1205,2012342.686186903
1206,2036833.6697088508
1207,2041754.9019937294
1208,2039898.0283772757
1209,2052906.182232385
1210,2082661.501738449
1211,2083657.5741826466
1212,2101883.653967553
1213,2104988.12135575
1214,2108428.0987243834
1215,2103973.1533648395
1216,2113701.697894284
1217,2128108.3830331853
1218,2133600.1876750635
1219,2136665.6140771294
1220,2148168.4754843516
1221,2128871.857225616
1222,2153142.1711763632
1223,2145862.9011501395
1224,2146709.0774103235
1225,2155821.9915067977
1226,2175881.8063528216
1227,2185991.2229619813
1228,2197691.2653776277
1229,2189179.7498847125
1230,2158610.865773936
1231,2171496.487387539
1232,2191888.887369471
1233,2178174.006710195
1234,2189710.095809988
1235,2195857.9417288867
1236,2194181.5336151426
1237,2163062.692679517
1238,2153115.872790227
1239,2149745.0093458197
1240,2150876.598642744
1241,2184140.0728440788
1242,2182232.795335684
1243,2164552.0474942815
1244,2153402.868698881
1245,2145278.2844463717
1246,2148750.155588238
1247,2163394.150504102
1248,2182690.1136200796
1249,2219057.2491621254
1250,2216930.5737792524
1251,2226821.521297406
1252,2227846.5554803996
1253,2233138.1813658588
1254,2254625.5536195165
1255,2255020.8994536963
1256,2250735.982391061
1257,2261736.411399266
1258,2240878.13480036
1259,2244081.6368374065
1260,2243458.3137884163
1261,2261207.757347244
1262,2251341.4736996903
1263,2253036.211995237
1264,2255908.4490940603
1265,2230726.745898171
1266,2244449.567467909
1267,2253576.38545771
1268,2249049.9004601073
1269,2241180.319963482
1270,2252277.6120072277
1271,2263001.118041325
1272,2227167.9021091685
1273,2171849.9951471416
1274,2168450.662766616
1275,2171908.0287268334
1276,2116607.858312135
1277,2088138.5974891598
1278,2073331.0214374901
1279,2028678.5490731767
